mean  std  running_time
8.067769824333911e-05  1.903426919232066e-05  0.44166666666666665
8.148413438063402e-05  2.315594229397009e-05  0.43333333333333335
7.526554278473356e-05  1.1455259176231716e-05  0.5583333333333333
8.40497739387281e-05  2.8758277652980907e-05  0.55
7.894515991210938e-05  2.0990707502231193e-05  0.5208333333333334
7.860384125640427e-05  2.0021252799101843e-05  0.575
9.119251500005308e-05  2.4861962584765244e-05  0.38333333333333336
8.255151601938101e-05  1.677710266202867e-05  0.2708333333333333
8.293856745180877e-05  1.5767916923325173e-05  0.38333333333333336
8.904016934908353e-05  3.0170443543510643e-05  0.2708333333333333
7.513813350511634e-05  1.4165438907453162e-05  0.38333333333333336
9.038207236300693e-05  2.0535081432287724e-05  0.37083333333333335
8.351107438405354e-05  2.0798789462829537e-05  0.4
7.852093204037173e-05  1.7591392672465566e-05  0.37916666666666665
0.00010133907198905945  2.8291789953186825e-05  0.26666666666666666
7.35918680826823e-05  1.4747964013506626e-05  0.4125
7.664482548551739e-05  1.9417530091826907e-05  0.22083333333333333
7.357662671232876e-05  2.0671992810648474e-05  0.6083333333333333
7.552412611928153e-05  1.4433743818097976e-05  0.8375
-1  -1  -1
7.565589178176153e-05  1.5806972683686404e-05  0.4375
8.190305609452097e-05  1.6266247142220012e-05  0.5541666666666667
8.319458871517541e-05  2.482386566394759e-05  0.44166666666666665
-1  -1  -1
7.474581400553385e-05  1.9333904331186757e-05  0.3125
7.787179411127327e-05  1.639612676982708e-05  0.37083333333333335
7.642981826618153e-05  1.1697929019745188e-05  0.3875
8.437633514404296e-05  2.4182026771023305e-05  0.3333333333333333
7.738007439507378e-05  1.8136574116475677e-05  0.3
7.126026583793468e-05  2.0063634031317168e-05  0.5541666666666667
7.392851154455978e-05  1.85925351089353e-05  0.37083333333333335
7.734820246696472e-05  9.57937738174472e-06  0.5333333333333333
8.166631062825521e-05  2.9814420999343832e-05  0.3125
8.269624972562177e-05  4.944672819575221e-06  0.45416666666666666
7.282432756925885e-05  1.6541127765905464e-05  0.31666666666666665
8.014165438138521e-05  2.2307892191059826e-05  0.2708333333333333
7.658102074447943e-05  1.8075870223364366e-05  0.4083333333333333
7.207885043311665e-05  1.0074463118203914e-05  0.5458333333333333
8.468257570729672e-05  1.6364346214395075e-05  0.42916666666666664
7.300023679380063e-05  1.4356354649950987e-05  0.45
9.936206745651532e-05  3.017439453525534e-05  0.44166666666666665
7.10977266912591e-05  1.527413968737296e-05  0.30416666666666664
7.64149885911208e-05  1.7490947504413806e-05  0.2708333333333333
7.706352427035947e-05  1.6659436977820493e-05  0.32916666666666666
7.065741912178372e-05  1.5536611496534335e-05  0.38333333333333336
7.759730021158854e-05  1.6171147177955602e-05  0.3125
7.733954004494541e-05  1.1374992625062802e-05  0.3458333333333333
7.096652326912715e-05  1.5949917940858405e-05  0.48333333333333334
7.353510175432478e-05  1.1646081143108347e-05  0.5541666666666667
7.42782245982777e-05  1.6769963999986947e-05  0.4125
7.691188734404894e-05  1.549839919219055e-05  0.4083333333333333
8.183194879899945e-05  1.287599881547436e-05  0.475
8.169512882410923e-05  1.3890148857597328e-05  0.44583333333333336
7.900223135948181e-05  2.1308738334366082e-05  0.26666666666666666
7.652253219761799e-05  1.8729623797110557e-05  0.4041666666666667
7.200241088867188e-05  1.0127061271851128e-05  0.4
7.362680120782538e-05  1.4217817392030454e-05  0.37916666666666665
8.990313555743244e-05  2.6829692884481676e-05  0.30833333333333335
8.128086725870769e-05  1.0571309403119905e-05  0.4
-1  -1  -1
7.840394973754883e-05  1.086327641578776e-05  0.4166666666666667
8.336410802953383e-05  1.6284472997079792e-05  0.5666666666666667
8.47319966738986e-05  2.1159988860076416e-05  0.4041666666666667
8.437931537628174e-05  2.610305628562625e-05  0.3333333333333333
7.980648833926361e-05  2.2889336587278855e-05  0.42083333333333334
8.187653883448188e-05  2.1704267165045306e-05  0.44166666666666665
8.404029990142246e-05  2.160067771794513e-05  0.44166666666666665
-1  -1  -1
7.831013720968495e-05  1.2782487043536373e-05  0.575
7.552146911621094e-05  1.17267103371863e-05  0.4166666666666667
7.552883841774681e-05  1.1181255769349973e-05  0.4583333333333333
7.452915624244925e-05  1.5751991197884057e-05  0.4041666666666667
8.866953295330669e-05  2.6036225509277223e-05  0.35833333333333334
7.715472927341214e-05  1.9126559544333918e-05  0.32083333333333336
8.499797652749454e-05  2.204573818036375e-05  0.5666666666666667
8.253256479899089e-05  8.996888726796257e-06  0.425
0.0001205889383951823  3.270072360708355e-05  0.3125
7.838627387737406e-05  1.1089804388267448e-05  0.24166666666666667
7.937234990737018e-05  1.5194047254074179e-05  0.425
7.692178090413411e-05  1.8755273290883463e-05  0.25
8.420679304334852e-05  2.4365733206246424e-05  0.375
8.826871072092364e-05  3.0912173614396126e-05  0.25833333333333336
7.971903172934928e-05  1.7354878388103522e-05  0.3416666666666667
7.396323658595575e-05  1.6520031033618063e-05  0.44583333333333336
7.649830409458705e-05  2.0356839085989397e-05  0.525
7.20927589818051e-05  1.2770715057503238e-05  0.7916666666666666
7.680699795107298e-05  1.60580379693828e-05  0.32916666666666666
7.726016797517475e-05  1.7911730293502668e-05  0.31666666666666665
7.078503117416844e-05  1.440295495340082e-05  0.55
7.028143170853735e-05  1.3353962181505978e-05  0.5916666666666667
6.929581815546209e-05  1.3581207391474642e-05  0.36666666666666664
7.316187808388158e-05  1.4704662949137983e-05  0.3958333333333333
7.62916746593657e-05  1.617744732980961e-05  0.4375
7.598964791548879e-05  1.813436054741427e-05  0.31666666666666665
7.547417732134258e-05  1.675551516334258e-05  0.30416666666666664
7.603308733771828e-05  1.958151616397325e-05  0.3541666666666667
7.5857813765363e-05  1.8606331188289176e-05  0.3416666666666667
7.600869451250349e-05  1.561628170815849e-05  0.4666666666666667
7.51997743334089e-05  1.492367656405737e-05  0.4666666666666667
7.533601352146693e-05  1.8520047414058484e-05  0.23333333333333334
7.545031034029447e-05  1.7306732079123176e-05  0.2708333333333333
9.996490140931796e-05  2.8833839563595213e-05  0.4708333333333333
8.800978301673807e-05  1.799411491054e-05  0.3875
7.420116000705295e-05  1.7243911550741835e-05  0.45
7.425035749162947e-05  1.2813275718832828e-05  0.6125
-1  -1  -1
7.554228979212637e-05  1.3107857798599349e-05  0.5458333333333333
7.302713709951237e-05  1.5260042156811265e-05  0.6291666666666667
7.225969712511241e-05  9.725484474749519e-06  0.5791666666666667
7.73623304547004e-05  1.438057355525591e-05  0.44166666666666665
7.373516953836276e-05  1.2757835089289976e-05  0.5291666666666667
7.022344149076022e-05  1.4104205528932661e-05  0.37916666666666665
7.38985398236443e-05  1.78260847626334e-05  0.3541666666666667
7.420700865906555e-05  1.8120796127516626e-05  0.32083333333333336
7.784366607666016e-05  1.640571223174397e-05  0.325
7.679754373978595e-05  1.8245464259479285e-05  0.4083333333333333
7.777661085128784e-05  9.878511813007121e-06  0.5333333333333333
7.766192076636142e-05  1.2994836378744328e-05  0.5083333333333333
7.597037724086217e-05  1.4482995059479768e-05  0.6416666666666667
7.839162810509946e-05  1.7243476779962245e-05  0.49583333333333335
7.496731621878488e-05  1.639786094412729e-05  0.5833333333333334
8.229567454411433e-05  1.0816834846156338e-05  0.43333333333333335
7.687180729235633e-05  1.725638522169142e-05  0.24583333333333332
7.302643822841956e-05  1.6752323061628547e-05  0.5083333333333333
8.157220217260984e-05  8.493491462498725e-06  0.42083333333333334
9.948235970956307e-05  3.073513519715304e-05  0.45
8.116334171618445e-05  1.765232145448814e-05  0.49166666666666664
8.794466654459636e-05  2.2986491223214445e-05  0.375
8.162397604722243e-05  2.226640030474746e-05  0.43333333333333335
7.848687224335723e-05  1.5106364216238312e-05  0.37916666666666665
7.924666771521934e-05  1.7660625046385716e-05  0.37916666666666665
7.595593416238133e-05  1.621124761137534e-05  0.32916666666666666
7.593799644792584e-05  1.652940690207714e-05  0.29583333333333334
7.518478061841881e-05  1.6589131972514812e-05  0.2875
8.095701535542806e-05  7.66549385501085e-06  0.5
8.01525115966797e-05  1.1168596491686974e-05  0.5208333333333334
-1  -1  -1
7.484609430486506e-05  1.9384890292322645e-05  0.22916666666666666
7.413956056158226e-05  1.68755672310652e-05  0.3458333333333333
-1  -1  -1
7.84675796310623e-05  1.7043911866727074e-05  0.32083333333333336
7.82240004766555e-05  1.4098324217553004e-05  0.6125
8.010034975798234e-05  2.5726581976058352e-05  0.4791666666666667
8.001888499540441e-05  2.0318094488242765e-05  0.3541666666666667
7.726631912530637e-05  2.3415095250427068e-05  0.6375
8.138099519333037e-05  2.0202182559954777e-05  0.42083333333333334
9.444236755371094e-05  3.430619308706148e-05  0.3125
7.573900551631532e-05  2.2499982862745997e-05  0.48333333333333334
7.662773132324218e-05  1.9968999075535453e-05  0.22916666666666666
7.516762305950296e-05  1.7162585776144204e-05  0.3625
-1  -1  -1
7.751782735188802e-05  1.3895492601441808e-05  0.5
8.118545616066063e-05  8.1430100990119e-06  0.37916666666666665
7.256246962637272e-05  1.1878840915285539e-05  0.44166666666666665
7.127678912618886e-05  1.7335641249209584e-05  0.2875
7.640172357428564e-05  1.6396526305999938e-05  0.30416666666666664
7.405406550357216e-05  1.5858164668514924e-05  0.31666666666666665
7.271601094139947e-05  1.3259246307313573e-05  0.6
7.030458161325166e-05  1.5696873713663996e-05  0.4125
7.857244039319226e-05  1.62290808741988e-05  0.4041666666666667
7.172922293345134e-05  1.0655513481351779e-05  0.4
7.962376883860385e-05  9.54473952103714e-06  0.37083333333333335
-1  -1  -1
8.163407996848778e-05  1.128845415479366e-05  0.45
7.097218014778347e-05  1.0508391883692936e-05  0.45416666666666666
8.605222786422324e-05  1.740606541720912e-05  0.4708333333333333
8.011483526849128e-05  1.3130545252918843e-05  0.32083333333333336
8.237361907958984e-05  8.391807738057321e-06  0.43333333333333335
7.681439562541683e-05  1.5662995920608786e-05  0.3416666666666667
7.053683785831228e-05  1.9145675776575507e-05  0.2833333333333333
7.61870075674618e-05  1.7610223965882074e-05  0.5666666666666667
7.695876635037936e-05  2.167458289137151e-05  0.21666666666666667
7.757521767652672e-05  1.6362012026429193e-05  0.5458333333333333
6.855826780020473e-05  1.3073622446906697e-05  0.6916666666666667
8.070612528237952e-05  9.527861059214551e-06  0.3458333333333333
7.456121310381822e-05  2.041822659477193e-05  0.29583333333333334
7.584220484683388e-05  1.7143971149446388e-05  0.3958333333333333
7.50416690863452e-05  1.4777087097699322e-05  0.42916666666666664
7.714703679084778e-05  1.0014937716070972e-05  0.5333333333333333
7.647191974478708e-05  1.660637807598512e-05  0.29583333333333334
7.689270106228915e-05  1.7583232238349527e-05  0.36666666666666664
6.951576422068698e-05  1.1585206698754599e-05  0.5041666666666667
7.890050227825459e-05  1.2128799513385831e-05  0.43333333333333335
7.598216717059795e-05  1.7736504408506873e-05  0.2708333333333333
7.37905502319336e-05  1.5891362899448516e-05  0.2916666666666667
7.422268390655518e-05  1.5765412111430026e-05  0.4
8.202195167541503e-05  4.05451368321885e-06  0.3333333333333333
7.190227508544921e-05  1.4872664096178174e-05  0.4166666666666667
7.68017459225345e-05  1.5776966797361087e-05  0.32083333333333336
7.454959713682837e-05  2.1260369665058922e-05  0.4083333333333333
6.815874687979154e-05  1.5179611321321306e-05  0.44583333333333336
8.37548573811849e-05  3.0303536595539718e-05  0.3125
7.724547171377921e-05  1.7867268762911205e-05  0.4625
8.07634541686152e-05  2.1274916611551387e-05  0.29583333333333334
